TYPE,Account,NAME,CREATE,,
Canned Content,@hosamdib1,hosamdib,20-Feb,,
Canned Content,@carrymast666,漫海生,20-Feb,,
Canned Content,@AmyAdam05224990,爱的不够吗,20-Feb,,
Canned Content,@pp06462800,楓晴彥,20-Feb,,
Canned Content,@qwer12364983865,中国青年在行动,20-Feb,,
Canned Content,@Tv2I4,南宫旭鹏,20-Feb,,
Canned Content,@us2bRLMSsSRz4wO,莫小贝,20-Feb,,
Canned Content,@ygeagh78,石子,20-Feb,,
,@AmyDale17758180,Amy Daley,20-Feb,,
Canned Content,@OFix4gioibOmziX,Денис,20-Feb,,
Canned Content,@vLoGxpSCKCmUjuZ,斯蒂芬斯,20-Feb,,
,@AngieWhiting7,飘上青天,20-Feb,,
,@Bethany51074864,Bethany Campbell,20-Feb,,
,@CarmenG56541569,沉迷,20-Feb,,
,@karen_ailts,Karen Ailts,20-Feb,,
,@LauraJo48786495,华鹤,20-Feb,,
,@StacyAn32046244,Stacy Anderson,20-Feb,,
Canned Content,@ONKl6b4J31nhBNc,張㷱𨶙,20-Feb,,
Canned Content,@dfAVdp4GB6zqngO,鼓舞人心,20-Feb,,
Canned Content,@jH66lozRrIsehuq,超女时代,20-Feb,,
Canned Content,@nXRXckNm51LolT6,阿福的时光,20-Feb,,
,@Allison41857082,Allison Young,20-Feb,,
,@CherylLipiec,Cheryl Lipiec,20-Feb,,
,@DianaShatwell,Diana Shatwell,20-Feb,,
,@Jessica77109691,Jessica Renee,20-Feb,,
,@KTkLpyySrID3fk8,可愛的蔡瓜瓜,20-Feb,,
,@allowacidcoffee,Tom Oswald,20-Feb,,
BROADCASTER,@Angelic01969674,沛城意境,20-Feb,,
BROADCASTER,@taueriutodg,江河,20-Feb,,
Canned Content,@Natalie77035869,"娜塔莉
",20-Feb,,
Canned Content,@LisaMoo37843111,丽莎莫,20-Feb,,
Canned Content,@LindaMielke2,胖子🐻,20-Feb,,
Canned Content,@Bridget96708039,开天辟地,20-Feb,,
Canned Content,@Christi50300341,开天辟地,20-Feb,,
,@TuFtt2oW2es2Ms9,关思蓝,20-Feb,,
,@TrishArnett3,黑白二三子,20-Feb,,
Canned Content,@take05340966,橘凉,20-Feb,,
,@ezell_yolanda,Yolanda Ezell,20-Feb,,
,@KaySmit87690351,槐蔭囯王子,20-Feb,,
,@MaryFellman3,Mary Fellman,20-Feb,,
,@MistieAlexand20,Mistie Alexander,20-Feb,,
,@AmitGup23091776,Amit Gupta,20-Feb,,
Canned Content,@dfghjrs,几个电话,20-Feb,,
Canned Content,@gdrerg,十点半,20-Feb,,
Canned Content,@Dudu20532413,柠檬树,20-Feb,,
,@Dorisda91719078,Snapeee,20-Feb,,
,@SimonTimberr,汀唔熱,20-Feb,,
Canned Content,@Uo23T,游行天下,20-Feb,,
Canned Content,@AmberSt80959106,安第斯,20-Feb,,
Canned Content,@Christi75982619,开开,20-Feb,,
Canned Content,@RachelL16642434,拉苏的瑞纳,20-Feb,,
,@lxy88916374,超越夢想,20-Feb,,
,@XM_P90,潘筱姳,20-Feb,,
,@zh19956703,Ucupracacia,20-Feb,,
Canned Content,@nrQPZI2Bps9JNpR,晨云溢彩,20-Feb,,
Canned Content,@kerchak69,做你的太阳,20-Feb,,
Canned Content,@Jackvgs1,傷痕累累,20-Feb,,
,@pikulruslan94,Pikulruslan94@gmail.com,20-Feb,,
Canned Content,@AmandaR76947759,圈圈美丽姐,20-Feb,,
Canned Content,@AshleyM82112943,开天辟地,20-Feb,,
Canned Content,@fWe1cSViSxRkl6i,砸锅界的扛把子,20-Feb,,
Canned Content,@Kristin06407790,圈圈小胖,20-Feb,,
Canned Content,@abir11raj,abir11raj,20-Feb,,
Canned Content,@ChapWizardly,WizardlyChap,20-Feb,,
Canned Content,@hHrgmy6bCG3hrl4,Мануйленко Анастасия,20-Feb,,
,@LesliePitcher5,追到我就嘿嘿你,20-Feb,,
Canned Content,@AshleyR93161718,伊妹儿,20-Feb,,
Canned Content,@zhuizuomengxi,zhuizuomengxi,20-Feb,,
Canned Content,@CarlyAn03194927,liuyali,20-Feb,,
Canned Content,@JamieMo8891,紫荆之顛,20-Feb,,
Canned Content,@NatalyaLeonar13,zflowers,20-Feb,,
Canned Content,@TamaraC9932,TamaraCollin,20-Feb,,
Canned Content,@TaraMontiel,zhoulinga,20-Feb,,
,@AmySand84484690,Amy Sanders,20-Feb,,
,@EmilyPo18342259,踩死你,20-Feb,,
,@RachelCowley19,看不慣就long,20-Feb,,
Canned Content,@JenniferSayles7,如霜,20-Feb,,
Canned Content,@MaryJen10864678,春色撩人,20-Feb,,
Canned Content,@RioHart4,含玉,20-Feb,,
Canned Content,@BrandyB37460024,滿眼愛意,20-Feb,,
Canned Content,@Jessica34485629,一隻羊駝,20-Feb,,
Canned Content,@MariaJo23696958,雷神吃了我嘅肚臍,20-Feb,,
,@Jennife40047466,切片厚多士,20-Feb,,
,@Michell99435222,嫣然,20-Feb,,
,@MonicaW78977865,火火火,20-Feb,,
Canned Content,@QkBT8C96tF5H0DK,江元翠,20-Feb,,
Canned Content,@AprilBuchholtz9,我养你啊,20-Feb,,
Canned Content,@Felicia38488681,苏莫晨,20-Feb,,
Canned Content,@BobbieMorelli1,非主流,20-Feb,,
Canned Content,@KristyB50735866,红唇美女,20-Feb,,
Canned Content,@LauraBr02750009,小青,20-Feb,,
,@LisaOls26823409,Lisa Olson,20-Feb,,
Canned Content,@LauraBe21477639,医者仁心,20-Feb,,
,@bjorum_tami,东方之珠,20-Feb,,
,@ErinFox39352307,可愛小橘,20-Feb,,
,@NicoleO17750297,绿囫囵,20-Feb,,
,@PennyMora5,最痛,20-Feb,,
Canned Content,@AnnaCol38153540,寡心人,20-Feb,,
Canned Content,@WendyPa88824238,龙吟凤,20-Feb,,
Canned Content,@Melissa26911855,看👀,20-Feb,,
,@Christi61845576,Christine,20-Feb,,
,@Stephan44684811,998,20-Feb,,
PLA,@dhXEFd9qbgXAH53,中共臺灣省委書記,20-Feb,,
PPE,@wZzjvAx6EzjG0EM,贵阳皓升贸易有限责任公司,20-Feb,,
兔子,@LI9875,إنعام الصينية في مصر,20-Feb,,
Taiwan,@BIS_online,國民政府軍事委員會調查統計局駐推特官方辦事處,20-Feb,,
五毛,@VMRXjd7voPNp4Bh,我们世界人民支持中国共产党迫害全世界华棍黄垃圾美國旗幟,20-Feb,,
忽悠,@SFAC_19491001,前中国人民解放军战忽局东南分局总书记胡春华,20-Feb,,
忽悠,@HuaSfac,SFAC-CN-hua nan,20-Feb,,
恶俗,@I_marmot,【VOS】苏西坡【LunaKyoka全家火化以告慰烈士】,20-Feb,,
,@vrZd2axMIHYm4Jy,🇨🇳中国网警🇨🇳,20-Feb,,
,@Chinavictory16,Lv,20-Feb,,
,@CNIChinese,中华同盟会【悼念烈士】,20-Feb,,
,@Synthia88461868,Synthia Miller中國旗幟,20-Feb,,
,@jack_pw2020,文虎記事,20-Feb,,
,@Donglei31,Donglei3雷哥,20-Feb,,
China Propaganda,@China_Channel,传播中国,20-Feb,,
,@Leano09816096,传播正能量,20-Feb,,
忽悠,@ztixFZgNK90Xima,中国战略忽悠局李家屯分局第六组副组长 张大喵 代号纸老虎,20-Feb,,
Canned Content,@MonicaW81828560,只想当咸鱼,20-Feb,,
Canned Content,@DanaZam71495150,世界这么大,20-Feb,,
Canned Content,@foolishman888,南海首富,20-Feb,,
Canned Content,@AmberWh18469484,天下归心,20-Feb,,
Canned Content,@Lindsey40299320,魃䴄,20-Feb,,
Canned Content,@LindaLo36630045,䴄麟,20-Feb,,
Canned Content,@Eugenia07923532,䴄餮,20-Feb,,
Canned Content,@maryann98739144,Fuck,20-Feb,,
Canned Content,@ljaemrntipt,温致如猫,20-Feb,,
Canned Content,@AmyDavi94853377,还没睡醒，别叫我,20-Feb,,
Canned Content,@AmyNayl25819821,Jerry都困了,20-Feb,,
Canned Content,@SQ0wQhiEmG5N7fF,梦回吹角连营,20-Feb,,
Media Mimicry ,@0SsGLBzlfhw8r83,人民曰報People's Monthly,20-Feb,,
Media Mimicry ,@9CdQbsegRfQ4SMk,自由湖南电台,20-Feb,,
Media Mimicry ,@arubise57411,CNM breaking News,20-Feb,,
Media Mimicry ,@ChinaNsc,新四川日报（New Sichuan）——四川墙外最自由报社,20-Feb,,
Media Mimicry ,@FreedomBeijing,北京电台,20-Feb,,
Media Mimicry ,@GR_Chinese,环球电台,20-Feb,,
Media Mimicry ,@icecreamtheham2,自由祖安电台,20-Feb,,
Media Mimicry ,@jbXXyYtugVil6nC,自由瓦坎达电台,20-Feb,,
Media Mimicry ,@lytily8023,自由水星电台 Radio Free Mercury,20-Feb,,
Media Mimicry ,@Minzhujiangsu,民主江苏广播,20-Feb,,
Media Mimicry ,@NIVCPNGaqU5oUNO,自由广西电台,20-Feb,,
Media Mimicry ,@ojHKOa9o5DReA0G,自由三体电台,20-Feb,,
Media Mimicry ,@PEN_TV_CHINESE,和平演变官方传媒🇻,20-Feb,,
Media Mimicry ,@PM_Pictorial,人民畫刊,20-Feb,,
Media Mimicry ,@Qudar_,CNN Voice of 老王,20-Feb,,
Media Mimicry ,@RBQ_chinese,自由绒布球电台,20-Feb,,
Media Mimicry ,@RDA_CHINA,专制亚洲电台,20-Feb,,
Media Mimicry ,@RF_ChHa,自由冲哈电台,20-Feb,,
Media Mimicry ,@RFHChina,自由河南電台🇻,20-Feb,,
Media Mimicry ,@RFY_China,自由银河电台,20-Feb,,
Media Mimicry ,@RFZ_China,自由浙江电台,20-Feb,,
Media Mimicry ,@SarahHa44680763,该死浑蛋收音机,20-Feb,,
Media Mimicry ,@SteveXie10,民主重庆电台,20-Feb,,
Media Mimicry ,@SWTimes_English,Southwest Times 西南时报,20-Feb,,
Media Mimicry ,@TaiWanDaJiBa,正統中華明國大紀巴時報,20-Feb,,
Media Mimicry ,@TD_Chinese,三民主義日報 Triadcivilism Daily,20-Feb,,
Media Mimicry ,@voice_GuiZhou,贵州之音,20-Feb,,
Media Mimicry ,@VOS_Chinese,聯之音中文網高級版🇻,20-Feb,,
Media Mimicry ,@VOSChinese,苏联之音中文网 ☭ 🇻,20-Feb,,
Media Mimicry ,@WLJHLSRB,华莱士日报,20-Feb,,
Media Mimicry ,@xinjiangchannel,中国新疆网,20-Feb,,
Media Mimicry ,@XoY4wsHnBdIScbR,蘋果一周報,20-Feb,,
PERSONA,@YiWen_Qian2020,行政長官,20-Feb,,
Media Mimicry ,@DaJiBa1368,正統天朝上國大紀巴時報,20-Feb,,
Media Mimicry ,@HJDT_zyhj,自甴法輪功電台,20-Feb,,
Media Mimicry ,@ProletarianPost,红色美国Communist US,20-Feb,,
Media Mimicry ,@alphase11,自由民主公正法制香港電臺,20-Feb,,
Canned Content,@6kON59HoH59u3XW,江豪霈,20-Jan,,
Canned Content,@mF7z5eDeXZuPK98,錢怡萱,20-Jan,,
Canned Content,@Bxjcio1,無力改變,20-Jan,,
Canned Content,@Jessica79208720,廖艾竹,20-Jan,,
,@CindyJo29586200,就做鍋貼,20-Jan,,
Canned Content,@Shellie32431628,涉林棘豆,20-Jan,,
Canned Content,@SimoneM11985749,小甜蜜,20-Jan,,
Canned Content,@xGxYeeAjMfkO8nt,Айдана,20-Jan,,
,@BrendaM25813970,月是故鄉明,20-Jan,,
Canned Content,@lordukon,Lordukon,20-Jan,,
Canned Content,@TerriAsh5,承诺,20-Jan,,
Canned Content,@VmZ8NdbbEpq1TXM,清风徐来,20-Jan,,
BROADCASTER,@Jay_duck0517,김재덕,20-Jan,,
BROADCASTER,@tutu71253460,tutu,20-Jan,,
Canned Content,@U2hNd1,隆豪,20-Jan,,
Media Mimicry ,@ZIYOUGUANGXI,民主广西电台,20-Jan,,
BROADCASTER,@EmmaCHNR,我为武汉代言,20-Jan,,
Canned Content,@HFEbJmOZrVwUDj9,劳怡嘉,20-Jan,,
Canned Content,@p9K5ndlPH4dAH1b,侯永逸,20-Jan,,
Canned Content,@dhgfhfg1,罗颜韵,20-Jan,,
,@AnsrbQ1k7MzFuGc,青汁,20-Jan,,
,@Bogdanmc4,Bogdanmc,20-Jan,,
,@EricssonEvan,Evan Ericsson,20-Jan,,
Canned Content,@ninillnini,nini,20-Jan,,
Canned Content,@wwwzgy1,wwwzgy,20-Jan,,
BROADCASTER,@lanlan89479814,lanlan,20-Jan,,
BROADCASTER,@wnbzhzhhb,崛起！世界和平,20-Jan,,
D8,@asdfghj46017246,Niting-Niubia D8D8Flag of China,20-Jan,,
兔子,@AbblieB,童言无忌,20-Jan,,
忽悠,@shenk85671671,中国·国际战略忽悠局·意大利分局,20-Jan,,
,@China_voice_SFA,种花家🇨🇳(深红爱国同盟),20-Jan,,
,@zjl820309,苏预,20-Jan,,
,@q9DV3XGHg8HN6UN,Black Mamba,20-Jan,,
,@FastFastBiuBiu4,T疯子维护了我,20-Jan,,
 兔子,@MercedesPiresh,中國旗幟睡睡兔兔臉兔臉,20-Jan,,
Media Mimicry ,@BBA_America,BBA News (USA),20-Jan,,
Media Mimicry ,@BBC_CNcr,BBC中文評論員,20-Jan,,
Media Mimicry ,@Free_Shanghai,自由上海電台,20-Jan,,
Media Mimicry ,@QianxianL,自由清華電台,20-Jan,,
Media Mimicry ,@VOU_Chinese,丑国之音中文网,20-Jan,,
Canned Content,@JenniferGetchu,Jennifer Getchu,19-Dec,,
,@kfdHChpYb4YakIf,liuy,19-Dec,,
,@ViprepeaterCom,VIPREPEATER.COM,19-Dec,,
,@mdmrmostafijur,Md Mostafijur Rahman,19-Dec,,
,@islam80407439,islam,19-Dec,,
,@DcdPUp0pEy6KLTq,名字不重要,19-Dec,,
Canned Content,@W62337233,魏中宪W,19-Dec,,
Canned Content,@merrilypavlo,懂小姐,19-Dec,,
,@sandfike,弦外之音,19-Dec,,
Canned Content,@cxcxcxcxcdf,cxcxcxcxcdf r s,19-Dec,,
BROADCASTER,@taghae,鞠婧祎,19-Dec,,
BROADCASTER,@xianxianxu,徐仙仙,19-Dec,,
TAIWAN,@TWSHASH1,🇨🇳台湾傻事🇨🇳,19-Dec,,
,@Z1giwtp4YoHmbCg,鸽者 (深红爱国同盟）,19-Dec,,
Canned Content,@jieguojun852,揭锅君（揭郭系列）,19-Dec,,
Media Mimicry ,@BBQChineseWorld,BBQ News 中文 (World),19-Dec,,
Media Mimicry ,@china_xinwen,中国之音新闻网,19-Dec,,
Media Mimicry ,@doa_chinese,"阿联酋之音中文网🇨🇳🇦🇪（1/3）
DOA_Chinese",19-Dec,,
Media Mimicry ,@voiceofchinahk,中国之音 Voice of China,19-Dec,,
UNK-BLOCKED,@daofansiji,道凡四稽 🇻,19-Dec,,
葬礼,@UrFamilyFuneral,全国殡葬行业服务协作推广,19-Dec,,
Canned Content,@YingRuihang,Dangerous Zombie,19-Nov,,
Canned Content,@Igor31957990,Igor,19-Nov,,
Canned Content,@UvIkN4DwDfP3W1G,沐倾城,19-Nov,,
Canned Content,@shengruxiahua6,王夏桦,19-Nov,,
,@A6SF3MQ1SzWLioH,号又被封了🇨🇳,19-Nov,,
Canned Content,@ChebanNata,Nata Cheban,19-Nov,,
Canned Content,@vDLOJhtlNj9zZgE,王一凡,19-Nov,,
Canned Content,@7qfJ2Gn0F0Eyxpz,赖修竹,19-Nov,,
Canned Content,@873eYHZuF6cBhZG,符舒荣,19-Nov,,
Canned Content,@BCsaBCWUOQ1d804,杜柔静,19-Nov,,
Canned Content,@eaZJAl55Kcb5QMu,傅婷旭,19-Nov,,
Canned Content,@NmLbNiuwCkWmEK3,焦有芳,19-Nov,,
Canned Content,@RY2U3FZF2gr0p4T,文佩玉,19-Nov,,
Canned Content,@SVDsCVWqYwYh4eG,彭景福,19-Nov,,
Canned Content,@TW3mOqA24zAvsr4,禄雅美,19-Nov,,
Canned Content,@nCGmt7QTVjQ1cGU,向吉敏,19-Nov,,
,@ahmetAh71905528,ahmetAhmet,19-Nov,,
,@Justice38577572,Justice,19-Nov,,
白左,@rambler9527,冥煮带肖战🐔xiao zhan,19-Nov,,
Canned Content,@oYoE7ssbtA4xoFt,叽叽喳喳,19-Nov,,
Canned Content,@BTo8OYjYGmmS0Yo,汪新知,19-Nov,,
Canned Content,@BoBtkLuMTCvP4hl,姚立轩,19-Nov,,
Canned Content,@qingshanliushu1,雷倩倩,19-Nov,,
Media Mimicry ,@aoligei19,BBC(hina)记者🇻 Aoligei,19-Nov,,
Media Mimicry ,@bbcnmsl1,bbc nmsl🇻,19-Nov,,
Media Mimicry ,@ChlnaRt,The New Yrok Times Ⓥ,19-Nov,,
Media Mimicry ,@CNM_Muslim,CNM中文網穆斯林頻道·記者蕭川,19-Nov,,
Media Mimicry ,@cnmbrk1,CNM Breaking News,19-Nov,,
Media Mimicry ,@daai_pa_yun,大爬元時報,19-Nov,,
Media Mimicry ,@DM_chinese,DM News,19-Nov,,
Media Mimicry ,@fakenew77603090,fakenews,19-Nov,,
Media Mimicry ,@GazaGlobalNews,自甴報時,19-Nov,,
Media Mimicry ,@lHY0rxOOM2QxxNQ,CNM White fool彩虹彩虹,19-Nov,,
Media Mimicry ,@NEWKOUTIMES,纽约死妈报,19-Nov,,
Media Mimicry ,@NMD_258,,19-Nov,,
Media Mimicry ,@RFA_America,自由美洲电台,19-Nov,,
Media Mimicry ,@xiaoxix95160735,小紀元新聞網,19-Nov,,
Canned Content,@KariStosak,鄭恩慈,19-Oct,,
Canned Content,@VCoskunoglu,Vural Coskunoglu,19-Oct,,
Canned Content,@baharat_yolu,Baharat Yolu,19-Oct,,
Canned Content,@bnumutgaliba,umut kurt,19-Oct,,
Canned Content,@ElenaKu02746614,Elena Kuznecova,19-Oct,,
 ,@COOLFISH233,无名之辈🇨🇳,19-Oct,,
KMT,@maomi31901154,國民民主電臺,19-Oct,,
五毛,@cnmb_USA_nmbs,紫宫慧初雪,19-Oct,,
,@eVoxazjlY70FeHF,日本加油,19-Oct,,
Canned Content,@IkuOGRpFj44YDUy,青青,19-Oct,,
Media Mimicry ,@K8Dj8,江苏之音画刊,19-Oct,,
Media Mimicry ,@M8World,迷8視界 M8World,19-Oct,,
Media Mimicry ,@TMGNews_CN,中国台湾新闻🇨🇳,19-Oct,,
,@YS69233,yang,19-Oct,,
Canned Content,@simple83665843,破铜烂锅,19-Sep,,
,@Erhan92788213,Erhan,19-Sep,,
Canned Content,@RoachHorse,Horse Roach,19-Sep,,
忽悠,@CSH_CHN,中央战略总局🇻,19-Sep,,
深红爱国联盟,@ fanrenshanju1,凡人善举（深红爱国同盟）,19-Sep,,
,@wangjing1123,王晶彩虹美国挺…不住就躺吧,19-Sep,,
平头哥,@baijunqiang,平头哥,19-Sep,,
,@TFUNG13,TFUNG 🇨🇳,19-Sep,,
Media Mimicry ,@ChineseNSJ,"The Nanjing Street Journal
",19-Sep,,
部长,@Boyanxiejun,五毛外宣部副部长🇨🇳,19-Sep,,
,@dSPgzhNLi28hGUG,ЛюбовьТайницкая,19-Aug,,
,@mdmrmunna,Md Mostafijur Rahman Munna,19-Aug,,
Canned Content,@berk13731917,berk,19-Aug,,
Canned Content,@pipicucuti,小脾气仙子,19-Aug,,
,@PingAntuite,平安推特,19-Aug,,
青蛙,@guaguaNews,蛙蛙之声,19-Aug,,
Canned Content,@westernnacyY,western蓝,19-Aug,,
AntiFa,@TaskllX,好想打边炉啊,19-Aug,,
Media Mimicry ,@CNCN18469344,CNCN,19-Aug,,
Media Mimicry ,@CNM_USA,CNM中文,19-Aug,,
Media Mimicry ,@FJHChina,江湖自由日报獨角獸的臉🇻,19-Aug,,
Media Mimicry ,@FreeNews_Global,全球自由報🇻,19-Aug,,
Media Mimicry ,@RFAmerica114514,江湖自由日报獨角獸的臉🇻,19-Aug,,
Media Mimicry ,@VFUXivsXUVflinA,美国之淫中文网,19-Aug,,
Media Mimicry ,@VOR_China,罗马之音中文网 VOR,19-Aug,,
Canned Content,@dududuposss,獨角獸,19-Jul,,
Canned Content,@bthnkayaa1,bthnkayaa,19-Jul,,
,@marie93486,消失的歷史,19-Jul,,
,@SofiaKaur5,Sofia Kaur,19-Jul,,
,@KocahanNecip,Necip Kocahan,19-Jul,,
CCP,@EHwl59MGvL86EuU,为人民服务,19-Jul,,
OWNER,@XD_orz_QAQ,追空想の天津風(*•̀ᴗ•́*)و ̑̑,19-Jul,,
评论员,@yuusha567,自由电台时事评论员,19-Jul,,
Media Mimicry ,@DogFreedomRadio,自由狗头电台,19-Jul,,
Media Mimicry ,@RFS_China,自由四川电台,19-Jul,,
Media Mimicry ,@iHlSsDvvOs6blyK,CNM&駐港特約調查員,19-Jul,,
Canned Content,@tomorrow20201,BGY@2019,19-Jun,,
Canned Content,@ERquYWyqKs9pNQE,葭月,19-Jun,,
Canned Content,@Kxf77BBFxipv3wg,丹荔,19-Jun,,
Media Mimicry ,@CNM_Faking,CNM Faking News,19-Jun,,
,@Ygolb1,Ygolb,19-May,,
Canned Content,@wotmn1,Onur,19-May,,
Canned Content,@bxckOl0PGHit5OK,伊人醉,19-May,,
小红旗,@Xhnsoc__Redflag,推特小红旗,19-May,,
忽悠,@sbnbnbnb,战忽局第66排排长,19-May,,
忽悠,@chinazhj666,中国戰忽局總部,19-May,,
平头哥,@HGB36249922,HGB平头哥,19-May,,
忽悠,@cxkcool,战略忽悠局特工007,19-May,,
,@iJQCc6jpinhionX,nrx电子烟,19-May,,
Canned Content,@jack94087552,jack,19-Apr,,
Canned Content,@HuseyinRalp,hüseyin kıralp,19-Apr,,
,@zodyy2,zodyy,19-Apr,,
,@cz41556498,寧靜,19-Apr,,
,@astrid54342250,astrid,19-Apr,,
INDy,@cuofukuang,中国球中國旗幟,19-Apr,,
TRUMP,@MULj8Yo1jqDUZZR,大大怪将军,19-Apr,,
忽悠,@fexnews_,战忽局北美分部,19-Apr,,
忽悠,@zhang75936287,中国人民解放军战略忽悠局安徽分部总指挥钟孝繁,19-Apr,,
,@CN_IAmDumpling,海上导航星,19-Apr,,
Media Mimicry ,@Idontkn57870913,BBC(hina)时事评论家撒库拉·巛🇻,19-Apr,,
Media Mimicry ,@RFC_Changsha,自由長沙電台,19-Apr,,
Media Mimicry ,@RFl_CN,法国广播电台（华语）,19-Apr,,
Media Mimicry ,@RtZpLgOC6sW3X2t,美园之音中文网🇻,19-Apr,,
,@RUSW_China,世界苏维埃联合电台🇨🇳,19-Mar,,
忽悠,@1uSgxTGi53MQThm,中国人民解放军战略忽悠局,19-Mar,,
,@Double_immortal,仙水水,19-Feb,,
Canned Content,@EduardoPonte14,Eduardo Ponte,19-Feb,,
Canned Content,@LeventSeyhan12,Levent Seyhan,19-Feb,,
,@batman_myron,Myron,19-Feb,,
,@gEgjHdt9vNyxHoF,C N M新聞HR🇻,19-Feb,,
忽悠,@VI1Dw8Ix3WKfAkH,中国人民解放军战略忽悠局,19-Feb,,
Media Mimicry ,@RFAntarctica_,自由南极电台,19-Feb,,
PERSONA,@iiiingwen,蔡中文 Tsai Chong-wen,19-Feb,,
Persona,@Yuuzutsu_CN,communism/chinese/🇨🇳🇷🇺🇯🇵🇰🇷🇻🇳🇰🇵,19-Feb,,
,@suny96142434,徐胖胖,19-Jan,,
Canned Content,@AllowedGrrrls,₲rrrls Ѧllowed°,19-Jan,,
Canned Content,@Morcle0,Ata,19-Jan,,
Canned Content,@Begench19972410,Begench,19-Jan,,
Canned Content,@AltuntopUmit,ümit altuntop,19-Jan,,
258,@JonSnow21513532,孙笑川军总司令☭,19-Jan,,
Media (CCP),@yQwVPkzLJx3JyPK,中共之声,19-Jan,,
,@geomar67655798,geomar,18-Dec,,
,@QXS53111,钱先森,18-Dec,,
Canned Content,@JkmVvxmiCh3X108,刘恺威,18-Dec,,
Canned Content,@istanbulguvenn,BATUHAN,18-Dec,,
Canned Content,@Alya68608725,Alya,18-Dec,,
Canned Content,@7F7tvvxNVnOSXIb,護衛者,18-Dec,,
Canned Content,@bannystor,濑沟二,18-Dec,,
,@JLascaray,jean-bernard lascaray,18-Dec,,
Canned Content,@Annasn41,Annasn4,18-Dec,,
Media Mimicry ,@GaryYou74017707,AUS Chinese澳洲中文网🇻,18-Dec,,
Media Mimicry ,@VOG_lingnan,岭南之音,18-Dec,,
Media Mimicry ,@EBCnewsfocus,東森新聞關注,18-Dec,,
,@GqIdVGWDCuWv2G9,Poetry and distance,18-Nov,,
,@yuhuocaihong,雨后彩虹,18-Nov,,
,@Lyusya71,Людмила,18-Nov,,
平头哥,@Jimmy20000315,平头哥,18-Nov,,
Xinjiang,@BuyuleyiciS,Büyüleyici Xinjiang,18-Nov,,
忽悠,@EbRftPBMJAxwHFi,战略忽悠局🇨🇳西南作战指挥部,18-Nov,,
忽悠,@EiQ4q8QzgSs0Jek,中华人民共和国战略忽悠局,18-Nov,,
,@GeorgesMayeur,mayeur georges,18-Oct,,
,@DaiWa_NanboOne,蓝小鸟观察员＆评论员,18-Oct,,
Canned Content,@suudemt,sude †,18-Sep,,
Canned Content,@bsenaoksuz,Burcu Sena Öksüz,18-Sep,,
Canned Content,@Veena11552556,Vini,18-Aug,,
帝吧,@ChinaPLASFA,战略忽悠局SFA - China Strategic Fooyou Agency🇻,18-Aug,,
忽悠,@ktcyzvzc7muznax,中国战略忽悠局,18-Aug,,
Media Mimicry ,@ChinaDailyNews1,China Daily News,18-Aug,,
Media Mimicry ,@JackWan46624356,CNM News 中文,18-Aug,,
Canned Content,@jackhu89866019,谁掉的铅笔,18-Jul,,
忽悠,@Allahsong,中国人民解放军战忽局江苏分局新闻发言人,18-Jul,,
Canned Content,@sbeedy16,Semtin Müptezeli,18-Jun,,
忽悠,@wJcstRMYu3aKIxF,中国战略忽悠局,18-Jun,,
Media Mimicry ,@fWkY4CsNLH8lqNP,CNN Communist News Network,18-Jun,,
,@fuckingbadkidx,Lucifer⛧🏳️‍🌈,18-May,,
忽悠,@shawnhwang_,中华人民共和国战略忽悠局,18-May,,
Canned Content,@MoonFestParty,MoonFest Party,18-May,,
Media Mimicry ,@chinatimetv,"中国时代ChinatimeTV🇻 中国头条-观视频-睡前消息-陈平-张维为-范勇鹏-金灿荣
",18-May,,
Media Mimicry ,@GlobalTimes_CN,环球时报,18-May,,
Canned Content,@Ukala71751758,Ukala,18-Apr,,
,@oTYRp1omAJhmHwI,RicherMan,18-Apr,,
,@28kubek,Kuba Jankowski,18-Apr,,
兔子,@uXuP9MfFpMqi8X,🇨🇳🇨🇳种花家的铁血军兔🇨🇳🇨🇳,18-Apr,,
Media Mimicry ,@xingkongnasa,江苏维埃自由电台,18-Apr,,
,@TapenadeLeroy,love you,18-Mar,,
CNTRL,@jijibabacha1,jijibabacha,18-Mar,,
,@WB4966,北京摄影老顽童🇨🇳,18-Mar,,
 兔子,@FZiFmm3OnAQaTQo,刘俊🇨🇳,18-Mar,,
,@PRC_CPC_Dragon,战丶龙剑🇨🇳,18-Mar,,
,@A1013280122,死耗子先生,18-Mar,,
Media Mimicry ,@AOVHongKong,美國之聲香港 🇻,18-Mar,,
Media Mimicry ,@RFWH_China,自由芜湖电台,18-Mar,,
,@SPkNQRk3gD9JBFZ,我是谁,18-Feb,,
,@QBtRXevzGPoPT0g,Иван Иванов,18-Feb,,
Canned Content,@EdwardEmma10,WINE,18-Feb,,
,@CoraAlcott,喵喵愛我,18-Feb,,
,@DeirdreEvan2,TEAM,18-Feb,,
,@MelissaDewey7,花想容儿,18-Feb,,
,@MorganDupont7,面朝大海，春暖花开,18-Feb,,
,@paddy_toland,小燕子穿花衣,18-Feb,,
,@PennyLandon1,我愛香港,18-Feb,,
,@pingguowoai,我愛食蘋果,18-Feb,,
,@PorterSusan7,春暖花开,18-Feb,,
,@AgnesFlynn16,树下跳舞的小悦,18-Feb,,
,@BarlowMoore2,胡子叔叔,18-Feb,,
,@elsie_gibbon,向日癸的秋天,18-Feb,,
